HEX,SLUS,RAM,ASM,BranchTargetSLUS,BranchTargetRAM
8A 7E 00 08,010210,8001FA10,"j 0x8001FA28 (010228) [0x8001FA28]",,
00 00 00 00,010214,8001FA14,"nop",,
00 00 00 00,010218,8001FA18,"nop",,
00 00 00 00,01021C,8001FA1C,"nop",,
00 00 00 00,010220,8001FA20,"nop",,
00 00 00 00,010224,8001FA24,"nop",,
00 00 00 00,010228,8001FA28,"nop",,
00 00 00 00,01022C,8001FA2C,"nop",,
