HEX,SLUS,RAM,ASM,BranchTargetSLUS,BranchTargetRAM
01 00 17 24,1CA140,801D9940,"addiu $s7, $zero, 1 [0x0001]",,
02 00 F6 12,1CA144,801D9944,"[TRUE] beq $s7, $s6, 2",1CA150,801D9950
00 00 00 00,1CA148,801D9948,"nop",,
52 66 07 08,1CA150,801D9950,"j 0x801D9948 (1CA148)",1CA148,801D9948
01 00 14 24,1CA154,801D9954,"addiu $s4, $zero, 1 [0x0001]",,
00 00 00 00,1CA148,801D9948,"nop",,
05 00 15 24,1CA14C,801D994C,"addiu $s5, $zero, 5 [0x0005]",,
